Protein;3.8;4.0;4.2;4.4;4.6000000000000005;4.800000000000001;5.000000000000001;5.200000000000001;5.400000000000001;5.600000000000001;5.800000000000002;6.000000000000002;6.200000000000002;6.400000000000002;6.600000000000002;6.8000000000000025;7.000000000000003;7.200000000000003;7.400000000000003;7.600000000000003;7.800000000000003;8.000000000000004;8.200000000000003;8.400000000000002;8.600000000000001;8.8;9.0;9.2;9.399999999999999
1dpq;0.0;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5833333333333334;0.5833333333333334;0.5833333333333334;0.5833333333333334
1fsd;0.0;0.09090909090909091;0.09090909090909091;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.18181818181818182;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.36363636363636365;0.36363636363636365;0.36363636363636365;0.36363636363636365;0.36363636363636365;0.5454545454545454;0.5454545454545454
1hz3;0.0;0.44;0.44;0.44;0.44;0.44;0.44;0.48;0.48;0.48;0.48;0.48;0.52;0.52;0.52;0.52;0.56;0.56;0.6;0.64;0.64;0.64;0.68;0.72;0.72;0.72;0.76;0.76;0.76
1jbl;0.3;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6
1y32;0.08695652173913043;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.34782608695652173;0.34782608695652173;0.34782608695652173;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.391304347826087;0.4782608695652174;0.4782608695652174;0.5217391304347826;0.5217391304347826;0.5217391304347826;0.5217391304347826
1z2t;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2777777777777778;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.3888888888888889;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.4444444444444444
2b0y;0.2857142857142857;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143
2gd3;0.08333333333333333;0.2916666666666667;0.2916666666666667;0.2916666666666667;0.2916666666666667;0.2916666666666667;0.2916666666666667;0.2916666666666667;0.375;0.375;0.375;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4166666666666667;0.4583333333333333;0.5;0.5416666666666666;0.5416666666666666;0.5416666666666666;0.5416666666666666;0.5416666666666666;0.5416666666666666
2iwj;0.0;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.30434782608695654;0.34782608695652173;0.34782608695652173;0.34782608695652173;0.391304347826087;0.391304347826087;0.43478260869565216;0.43478260869565216;0.4782608695652174;0.4782608695652174;0.5217391304347826
